# id, y,andular_velocity
0.000000000000000000e+00,2.842170943040400743e-14,-2.960367366148559110e-01
1.000000000000000000e+00,2.842170943040400743e-14,-2.943461139867536436e-01
2.000000000000000000e+00,2.842170943040400743e-14,-2.939194607425370531e-01
3.000000000000000000e+00,2.842170943040400743e-14,-2.949801154504715361e-01
4.000000000000000000e+00,2.842170943040400743e-14,2.965862873718540516e-01
5.000000000000000000e+00,2.842170943040400743e-14,2.955255051857970661e-01
6.000000000000000000e+00,2.842170943040400743e-14,2.942933656363669881e-01
7.000000000000000000e+00,2.842170943040400743e-14,2.938462054978968618e-01
8.000000000000000000e+00,2.842170943040400743e-14,2.946299055064718342e-01
9.000000000000000000e+00,2.842170943040400743e-14,2.960913257043156221e-01
1.000000000000000000e+01,2.842170943040400743e-14,2.967029021025588409e-01
1.100000000000000000e+01,2.842170943040400743e-14,2.959446300971380617e-01
1.200000000000000000e+01,2.842170943040400743e-14,2.948098899600857248e-01
1.300000000000000000e+01,2.842170943040400743e-14,2.940788743083078138e-01
1.400000000000000000e+01,2.842170943040400743e-14,2.946535065220526328e-01
1.500000000000000000e+01,2.842170943040400743e-14,2.960212199531458976e-01
1.600000000000000000e+01,2.842170943040400743e-14,2.967354281423735807e-01
1.700000000000000000e+01,2.842170943040400743e-14,2.958521894543338915e-01
1.800000000000000000e+01,2.842170943040400743e-14,-8.345159085667507807e-04
1.900000000000000000e+01,2.842170943040400743e-14,-2.363637112135445490e-03
2.000000000000000000e+01,2.842170943040400743e-14,-2.952289244934454548e-01
2.100000000000000000e+01,2.842170943040400743e-14,-2.966311517681551324e-01
2.200000000000000000e+01,2.842170943040400743e-14,-2.967555192282365639e-01
2.300000000000000000e+01,2.842170943040400743e-14,-2.950269482793128617e-01
2.400000000000000000e+01,2.842170943040400743e-14,-2.939506625477834034e-01
2.500000000000000000e+01,2.842170943040400743e-14,2.954913635040374853e-01
2.600000000000000000e+01,2.842170943040400743e-14,2.953345351771395899e-01
2.700000000000000000e+01,2.842170943040400743e-14,2.965607264717182723e-01
2.800000000000000000e+01,2.842170943040400743e-14,2.966011071300734270e-01
2.900000000000000000e+01,2.842170943040400743e-14,1.849580058244781205e-04
3.000000000000000000e+01,2.842170943040400743e-14,-5.876715765505490831e-03
3.100000000000000000e+01,2.842170943040400743e-14,-2.899612346832353693e-01
3.200000000000000000e+01,2.842170943040400743e-14,-2.967219769738305146e-01
3.300000000000000000e+01,2.842170943040400743e-14,-2.959585376972158066e-01
3.400000000000000000e+01,2.842170943040400743e-14,-2.946421923997021297e-01
3.500000000000000000e+01,2.842170943040400743e-14,-2.936274396044573076e-01
3.600000000000000000e+01,2.842170943040400743e-14,-2.941360353774215564e-01
3.700000000000000000e+01,2.842170943040400743e-14,-2.957606747696177596e-01
3.800000000000000000e+01,2.842170943040400743e-14,-2.967344825263419916e-01
3.900000000000000000e+01,2.842170943040400743e-14,-2.960316915758480771e-01
4.000000000000000000e+01,2.842170943040400743e-14,-2.947056039068189359e-01
4.100000000000000000e+01,2.842170943040400743e-14,-2.939892512749385234e-01
4.200000000000000000e+01,2.842170943040400743e-14,-2.949420745106501318e-01
4.300000000000000000e+01,2.842170943040400743e-14,-6.841494382315112992e-06
4.400000000000000000e+01,2.842170943040400743e-14,-4.454932645354622162e-03
4.500000000000000000e+01,2.842170943040400743e-14,-4.329918853912489637e-03
4.600000000000000000e+01,2.842170943040400743e-14,2.921603000541145856e-01
4.700000000000000000e+01,2.842170943040400743e-14,2.906808270254961912e-01
4.800000000000000000e+01,2.842170943040400743e-14,2.962799230559707286e-01
4.900000000000000000e+01,2.842170943040400743e-14,3.012195439735022573e-01
5.000000000000000000e+01,2.842170943040400743e-14,3.009782291343773286e-01
